Municipal,County,Cases,Date
fredon township,sussex county,2,april-1-2020
green township,sussex county,1,april-1-2020
hamburg,sussex county,3,april-1-2020
hampton township,sussex county,3,april-1-2020
hardyston township,sussex county,8,april-1-2020
hopatcong,sussex county,13,april-1-2020
lafayette township,sussex county,1,april-1-2020
montague township,sussex county,1,april-1-2020
newton,sussex county,17,april-1-2020
ogdensburg,sussex county,3,april-1-2020
sandyston township,sussex county,1,april-1-2020
sparta township,sussex county,24,april-1-2020
stanhope,sussex county,4,april-1-2020
sussex,sussex county,4,april-1-2020
vernon township,sussex county,16,april-1-2020
wantage township,sussex county,11,april-1-2020
cranford,union county,57,april-1-2020
linden,union county,27,april-1-2020
rahway,union county,63,april-1-2020
springfield township,union county,37,april-1-2020
summit,union county,40,april-1-2020
westfield,union county,38,april-1-2020
roselle,union county,38,april-1-2020
new providence,union county,18,april-1-2020
kenilworth,union county,18,april-1-2020
elizabeth,union county,361,april-1-2020
allamuchy township,warren county,4,april-1-2020
belvidere,warren county,1,april-1-2020
franklin township,warren county,2,april-1-2020
frelinghuysen township,warren county,1,april-1-2020
greenwich township,warren county,9,april-1-2020
hackettstown,warren county,9,april-1-2020
hardwick township,warren county,2,april-1-2020
harmony township,warren county,3,april-1-2020
hope township,warren county,6,april-1-2020
independence township,warren county,5,april-1-2020
knowlton township,warren county,2,april-1-2020
liberty township,warren county,3,april-1-2020
lopatcong township,warren county,12,april-1-2020
mansfield township,warren county,6,april-1-2020
phillipsburg,warren county,15,april-1-2020
pohatcong township,warren county,3,april-1-2020
washington,warren county,7,april-1-2020
washington township,warren county,1,april-1-2020
white township,warren county,1,april-1-2020
allendale,bergen county,16,april-2-2020
alpine,bergen county,9,april-2-2020
bergenfield,bergen county,186,april-2-2020
bogota,bergen county,52,april-2-2020
carlstadt,bergen county,24,april-2-2020
cliffside park,bergen county,95,april-2-2020
closter,bergen county,20,april-2-2020
cresskill,bergen county,26,april-2-2020
demarest,bergen county,17,april-2-2020
dumont,bergen county,73,april-2-2020
east rutherford,bergen county,30,april-2-2020
edgewater,bergen county,41,april-2-2020
elmwood park,bergen county,92,april-2-2020
emerson,bergen county,25,april-2-2020
englewood,bergen county,184,april-2-2020
englewood cliffs,bergen county,11,april-2-2020
fair lawn,bergen county,158,april-2-2020
fairview,bergen county,47,april-2-2020
fort lee,bergen county,114,april-2-2020
franklin lakes,bergen county,47,april-2-2020
garfield,bergen county,106,april-2-2020
glen rock,bergen county,34,april-2-2020
harrington park,bergen county,5,april-2-2020
hasbrouck heights,bergen county,50,april-2-2020
haworth,bergen county,9,april-2-2020
hillsdale,bergen county,32,april-2-2020
ho-ho-kus,bergen county,15,april-2-2020
leonia,bergen county,26,april-2-2020
little ferry,bergen county,49,april-2-2020
lodi,bergen county,117,april-2-2020
lyndhurst,bergen county,67,april-2-2020
mahwah,bergen county,59,april-2-2020
maywood,bergen county,32,april-2-2020
midland park,bergen county,19,april-2-2020
montvale,bergen county,29,april-2-2020
moonachie,bergen county,19,april-2-2020
new milford,bergen county,105,april-2-2020
north arlington,bergen county,30,april-2-2020
northvale,bergen county,12,april-2-2020
norwood,bergen county,21,april-2-2020
oakland,bergen county,42,april-2-2020
old tappan,bergen county,29,april-2-2020
oradell,bergen county,38,april-2-2020
palisades park,bergen county,44,april-2-2020
paramus,bergen county,106,april-2-2020
park ridge,bergen county,25,april-2-2020
ramsey,bergen county,25,april-2-2020
ridgefield,bergen county,32,april-2-2020
ridgefield park,bergen county,55,april-2-2020
ridgewood,bergen county,77,april-2-2020
river edge,bergen county,47,april-2-2020
river vale,bergen county,20,april-2-2020
rochelle park,bergen county,21,april-2-2020
rockleigh,bergen county,2,april-2-2020
rutherford,bergen county,42,april-2-2020
saddle brook,bergen county,60,april-2-2020
saddle river,bergen county,13,april-2-2020
south hackensack,bergen county,18,april-2-2020
teaneck,bergen county,373,april-2-2020
tenafly,bergen county,40,april-2-2020
teterboro,bergen county,1,april-2-2020
upper saddle river,bergen county,30,april-2-2020
waldwick,bergen county,33,april-2-2020
wallington,bergen county,23,april-2-2020
washington township,bergen county,31,april-2-2020
westwood,bergen county,35,april-2-2020
wood-ridge,bergen county,32,april-2-2020
woodcliff lake,bergen county,21,april-2-2020
wyckoff,bergen county,50,april-2-2020
beverly,burlington county,4,april-2-2020
bordentown,burlington county,1,april-2-2020
bordentown township,burlington county,10,april-2-2020
burlington,burlington county,3,april-2-2020
burlington township,burlington county,20,april-2-2020
chesterfield township,burlington county,1,april-2-2020
cinnaminson township,burlington county,4,april-2-2020
delanco township,burlington county,3,april-2-2020
delran township,burlington county,11,april-2-2020
eastampton township,burlington county,2,april-2-2020
edgewater park,burlington county,4,april-2-2020
evesham township,burlington county,24,april-2-2020
florence township,burlington county,3,april-2-2020
hainesport township,burlington county,3,april-2-2020
lumberton township,burlington county,7,april-2-2020
mansfield township,burlington county,10,april-2-2020
maple shade township,burlington county,8,april-2-2020
medford,burlington county,8,april-2-2020
medford lakes,burlington county,1,april-2-2020
moorestown,burlington county,16,april-2-2020
mount holly,burlington county,6,april-2-2020
mount laurel,burlington county,28,april-2-2020
new hanover township,burlington county,1,april-2-2020
palmyra,burlington county,2,april-2-2020
pemberton,burlington county,1,april-2-2020
pemberton township,burlington county,18,april-2-2020
riverside township,burlington county,4,april-2-2020
riverton,burlington county,9,april-2-2020
shamong township,burlington county,2,april-2-2020
southampton township,burlington county,1,april-2-2020
tabernacle township,burlington county,3,april-2-2020
westampton township,burlington county,4,april-2-2020
willingboro township,burlington county,39,april-2-2020
wrightstown,burlington county,1,april-2-2020
audubon,camden county,2,april-2-2020
barrington,camden county,4,april-2-2020
bellmawr,camden county,3,april-2-2020
berlin township,camden county,1,april-2-2020
brooklawn,camden county,1,april-2-2020
camden,camden county,16,april-2-2020
cherry hill,camden county,62,april-2-2020
chesilhurst,camden county,1,april-2-2020
collingswood,camden county,3,april-2-2020
gloucester city,camden county,3,april-2-2020
gloucester township,camden county,36,april-2-2020
haddon heights,camden county,3,april-2-2020
haddon township,camden county,7,april-2-2020
haddonfield,camden county,6,april-2-2020
lawnside,camden county,1,april-2-2020
lindenwold,camden county,7,april-2-2020
magnolia,camden county,3,april-2-2020
merchantville,camden county,2,april-2-2020
oaklyn,camden county,2,april-2-2020
pennsauken township,camden county,25,april-2-2020
pine hill,camden county,5,april-2-2020
runnemede,camden county,1,april-2-2020
stratford,camden county,1,april-2-2020
somerdale,camden county,3,april-2-2020
voorhees township,camden county,15,april-2-2020
waterford township,camden county,3,april-2-2020
winslow township,camden county,27,april-2-2020
woodlynne,camden county,2,april-2-2020
avalon,cape may county,6,april-2-2020
cape may,cape may county,3,april-2-2020
dennis township,cape may county,3,april-2-2020
lower township,cape may county,8,april-2-2020
middle township,cape may county,3,april-2-2020
north wildwood,cape may county,2,april-2-2020
ocean city,cape may county,2,april-2-2020
sea isle city,cape may county,1,april-2-2020
upper township,cape may county,2,april-2-2020
wildwood,cape may county,2,april-2-2020
wildwood crest,cape may county,1,april-2-2020
bridgeton,cumberland county,2,april-2-2020
commercial township,cumberland county,1,april-2-2020
deerfield township,cumberland county,1,april-2-2020
hopewell township,cumberland county,2,april-2-2020
lawrence township,cumberland county,1,april-2-2020
millville,cumberland county,4,april-2-2020
vineland,cumberland county,18,april-2-2020
belleville,essex county,165,april-2-2020
bloomfield,essex county,153,april-2-2020
caldwell,essex county,23,april-2-2020
cedar grove,essex county,42,april-2-2020
east orange,essex county,279,april-2-2020
essex fells,essex county,8,april-2-2020
fairfield township,essex county,23,april-2-2020
glen ridge,essex county,13,april-2-2020
irvington,essex county,226,april-2-2020
livingston,essex county,119,april-2-2020
maplewood,essex county,59,april-2-2020
millburn,essex county,49,april-2-2020
montclair,essex county,109,april-2-2020
newark,essex county,795,april-2-2020
nutley,essex county,120,april-2-2020
city of orange,essex county,137,april-2-2020
roseland,essex county,20,april-2-2020
south orange village,essex county,26,april-2-2020
verona,essex county,33,april-2-2020
west caldwell,essex county,29,april-2-2020
west orange,essex county,168,april-2-2020
clayton,gloucester county,2,april-2-2020
deptford township,gloucester county,18,april-2-2020
east greenwich township,gloucester county,6,april-2-2020
franklin township,gloucester county,5,april-2-2020
greenwich township,gloucester county,4,april-2-2020
glassboro,gloucester county,14,april-2-2020
harrison township,gloucester county,7,april-2-2020
logan township,gloucester county,5,april-2-2020
mantua township,gloucester county,8,april-2-2020
monroe township,gloucester county,19,april-2-2020
national park,gloucester county,1,april-2-2020
paulsboro,gloucester county,4,april-2-2020
pitman,gloucester county,3,april-2-2020
washington township,gloucester county,36,april-2-2020
wenonah,gloucester county,1,april-2-2020
west deptford township,gloucester county,8,april-2-2020
westville,gloucester county,3,april-2-2020
woodbury,gloucester county,7,april-2-2020
woodbury heights,gloucester county,3,april-2-2020
woolwich township,gloucester county,15,april-2-2020
bayonne,hudson county,156,april-2-2020
east newark,hudson county,5,april-2-2020
guttenberg,hudson county,15,april-2-2020
harrison,hudson county,34,april-2-2020
hoboken,hudson county,129,april-2-2020
jersey city,hudson county,820,april-2-2020
kearny,hudson county,88,april-2-2020
north bergen,hudson county,263,april-2-2020
secaucus,hudson county,87,april-2-2020
union city,hudson county,140,april-2-2020
west new york,hudson county,77,april-2-2020
alexandria township,hunterdon county,2,april-2-2020
bethlehem township,hunterdon county,4,april-2-2020
bloomsbury,hunterdon county,1,april-2-2020
califon,hunterdon county,2,april-2-2020
clinton township,hunterdon county,20,april-2-2020
delaware township,hunterdon county,4,april-2-2020
east amwell township,hunterdon county,3,april-2-2020
flemington,hunterdon county,6,april-2-2020
franklin township,hunterdon county,10,april-2-2020
frenchtown,hunterdon county,2,april-2-2020
glen gardner,hunterdon county,1,april-2-2020
hampton,hunterdon county,4,april-2-2020
high bridge,hunterdon county,5,april-2-2020
holland township,hunterdon county,4,april-2-2020
kingwood township,hunterdon county,2,april-2-2020
lambertville,hunterdon county,8,april-2-2020
lebanon,hunterdon county,1,april-2-2020
lebanon township,hunterdon county,4,april-2-2020
raritan township,hunterdon county,24,april-2-2020
readington township,hunterdon county,14,april-2-2020
tewksbury township,hunterdon county,4,april-2-2020
union township,hunterdon county,3,april-2-2020
west amwell township,hunterdon county,3,april-2-2020
carteret,middlesex county,49,april-2-2020
cranbury,middlesex county,5,april-2-2020
dunellen,middlesex county,13,april-2-2020
east brunswick,middlesex county,89,april-2-2020
edison,middlesex county,75,april-2-2020
helmetta,middlesex county,5,april-2-2020
highland park,middlesex county,22,april-2-2020
jamesburg,middlesex county,14,april-2-2020
metuchen,middlesex county,12,april-2-2020
