Municipal,County,Cases,Date
middle township,cape may county,75,may-12-2020
north wildwood,cape may county,9,may-12-2020
ocean city,cape may county,29,may-12-2020
sea isle city,cape may county,2,may-12-2020
upper township,cape may county,48,may-12-2020
west cape may,cape may county,2,may-12-2020
west wildwood,cape may county,3,may-12-2020
wildwood,cape may county,30,may-12-2020
wildwood crest,cape may county,10,may-12-2020
woodbine,cape may county,42,may-12-2020
bridgeton,cumberland county,350,may-12-2020
millville,cumberland county,239,may-12-2020
deerfield township,cumberland county,21,may-12-2020
commercial township,cumberland county,15,may-12-2020
fairfield township,cumberland county,29,may-12-2020
hopewell township,cumberland county,27,may-12-2020
lawrence township,cumberland county,20,may-12-2020
maurice river township,cumberland county,10,may-12-2020
upper deerfield township,cumberland county,49,may-12-2020
downe township,cumberland county,4,may-12-2020
greenwich township,cumberland county,3,may-12-2020
stow creek township,cumberland county,5,may-12-2020
vineland,cumberland county,490,may-12-2020
belleville,essex county,886,may-12-2020
bloomfield,essex county,953,may-12-2020
caldwell,essex county,104,may-12-2020
cedar grove,essex county,374,may-12-2020
east orange,essex county,1681,may-12-2020
essex fells,essex county,18,may-12-2020
fairfield township,essex county,125,may-12-2020
glen ridge,essex county,35,may-12-2020
irvington,essex county,1220,may-12-2020
livingston,essex county,429,may-12-2020
maplewood,essex county,269,may-12-2020
millburn,essex county,127,may-12-2020
montclair,essex county,385,may-12-2020
newark,essex county,6332,may-12-2020
north caldwell,essex county,39,may-12-2020
nutley,essex county,457,may-12-2020
city of orange,essex county,787,may-12-2020
roseland,essex county,76,may-12-2020
south orange village,essex county,89,may-12-2020
verona,essex county,111,may-12-2020
west caldwell,essex county,197,may-12-2020
west orange,essex county,1033,may-12-2020
clayton,gloucester county,51,may-12-2020
deptford township,gloucester county,402,may-12-2020
east greenwich township,gloucester county,47,may-12-2020
elk township,gloucester county,24,may-12-2020
franklin township,gloucester county,60,may-12-2020
glassboro,gloucester county,86,may-12-2020
greenwich township,gloucester county,18,may-12-2020
harrison township,gloucester county,42,may-12-2020
logan township,gloucester county,31,may-12-2020
mantua township,gloucester county,69,may-12-2020
monroe township,gloucester county,193,may-12-2020
national park,gloucester county,13,may-12-2020
newfield,gloucester county,1,may-12-2020
paulsboro,gloucester county,45,may-12-2020
pitman,gloucester county,28,may-12-2020
south harrison township,gloucester county,19,may-12-2020
swedesboro,gloucester county,25,may-12-2020
washington township,gloucester county,238,may-12-2020
wenonah,gloucester county,12,may-12-2020
west deptford township,gloucester county,111,may-12-2020
westville,gloucester county,29,may-12-2020
woodbury,gloucester county,60,may-12-2020
woodbury heights,gloucester county,16,may-12-2020
woolwich township,gloucester county,73,may-12-2020
bayonne,hudson county,949,may-12-2020
east newark,hudson county,66,may-12-2020
guttenberg,hudson county,192,may-12-2020
harrison,hudson county,351,may-12-2020
hoboken,hudson county,531,may-12-2020
jersey city,hudson county,6201,may-12-2020
kearny,hudson county,1083,may-12-2020
north bergen,hudson county,2317,may-12-2020
secaucus,hudson county,501,may-12-2020
union city,hudson county,3081,may-12-2020
weehawken,hudson county,287,may-12-2020
west new york,hudson county,1926,may-12-2020
alexandria township,hunterdon county,9,may-12-2020
bethlehem township,hunterdon county,17,may-12-2020
bloomsbury,hunterdon county,5,may-12-2020
califon,hunterdon county,3,may-12-2020
delaware township,hunterdon county,15,may-12-2020
east amwell township,hunterdon county,13,may-12-2020
flemington,hunterdon county,48,may-12-2020
franklin township,hunterdon county,13,may-12-2020
frenchtown,hunterdon county,6,may-12-2020
glen gardner,hunterdon county,5,may-12-2020
hampton,hunterdon county,8,may-12-2020
high bridge,hunterdon county,18,may-12-2020
holland township,hunterdon county,20,may-12-2020
kingwood township,hunterdon county,13,may-12-2020
lambertville,hunterdon county,21,may-12-2020
lebanon,hunterdon county,13,may-12-2020
lebanon township,hunterdon county,14,may-12-2020
milford,hunterdon county,3,may-12-2020
raritan township,hunterdon county,141,may-12-2020
readington township,hunterdon county,60,may-12-2020
stockton,hunterdon county,0,may-12-2020
tewksbury township,hunterdon county,18,may-12-2020
union township,hunterdon county,147,may-12-2020
west amwell township,hunterdon county,16,may-12-2020
east windsor township,mercer county,490,may-12-2020
ewing township,mercer county,483,may-12-2020
hamilton township,mercer county,1123,may-12-2020
hightstown,mercer county,122,may-12-2020
hopewell,mercer county,4,may-12-2020
hopewell township,mercer county,88,may-12-2020
lawrence township,mercer county,264,may-12-2020
pennington,mercer county,10,may-12-2020
princeton,mercer county,157,may-12-2020
robbinsville township,mercer county,77,may-12-2020
trenton,mercer county,2099,may-12-2020
west windsor township,mercer county,158,may-12-2020
carteret,middlesex county,594,may-12-2020
cranbury,middlesex county,41,may-12-2020
dunellen,middlesex county,173,may-12-2020
east brunswick,middlesex county,601,may-12-2020
edison,middlesex county,1615,may-12-2020
helmetta,middlesex county,33,may-12-2020
highland park,middlesex county,139,may-12-2020
jamesburg,middlesex county,112,may-12-2020
metuchen,middlesex county,113,may-12-2020
middlesex,middlesex county,204,may-12-2020
milltown,middlesex county,71,may-12-2020
monroe township,middlesex county,643,may-12-2020
new brunswick,middlesex county,1508,may-12-2020
north brunswick,middlesex county,800,may-12-2020
old bridge township,middlesex county,922,may-12-2020
perth amboy,middlesex county,1993,may-12-2020
piscataway,middlesex county,771,may-12-2020
plainsboro township,middlesex county,136,may-12-2020
sayreville,middlesex county,627,may-12-2020
south amboy,middlesex county,159,may-12-2020
south brunswick,middlesex county,423,may-12-2020
south plainfield,middlesex county,462,may-12-2020
south river,middlesex county,251,may-12-2020
spotswood,middlesex county,85,may-12-2020
woodbridge township,middlesex county,1685,may-12-2020
aberdeen township,monmouth county,212,may-12-2020
allenhurst,monmouth county,2,may-12-2020
boonton,morris county,99,may-12-2020
boonton township,morris county,63,may-12-2020
butler,morris county,82,may-12-2020
chatham borough,morris county,54,may-12-2020
chatham township,morris county,120,may-12-2020
chester borough,morris county,7,may-12-2020
chester township,morris county,41,may-12-2020
denville township,morris county,142,may-12-2020
dover,morris county,620,may-12-2020
east hanover township,morris county,125,may-12-2020
florham park,morris county,116,may-12-2020
hanover township,morris county,157,may-12-2020
harding township,morris county,24,may-12-2020
jefferson township,morris county,202,may-12-2020
kinnelon,morris county,66,may-12-2020
lincoln park,morris county,298,may-12-2020
long hill township,morris county,43,may-12-2020
madison,morris county,124,may-12-2020
mendham borough,morris county,60,may-12-2020
mendham township,morris county,38,may-12-2020
mine hill township,morris county,56,may-12-2020
montville,morris county,209,may-12-2020
morris plains,morris county,53,may-12-2020
morris township,morris county,269,may-12-2020
morristown,morris county,475,may-12-2020
mount arlington,morris county,43,may-12-2020
mount olive township,morris county,238,may-12-2020
mountain lakes,morris county,19,may-12-2020
netcong,morris county,29,may-12-2020
parsippany-troy hills,morris county,665,may-12-2020
pequannock township,morris county,182,may-12-2020
randolph,morris county,252,may-12-2020
riverdale,morris county,35,may-12-2020
rockaway,morris county,94,may-12-2020
rockaway township,morris county,230,may-12-2020
roxbury township,morris county,229,may-12-2020
victory gardens,morris county,33,may-12-2020
washington township,morris county,102,may-12-2020
wharton,morris county,143,may-12-2020
barnegat township,ocean county,211,may-12-2020
barnegat light,ocean county,2,may-12-2020
bay head,ocean county,6,may-12-2020
beach haven,ocean county,7,may-12-2020
beachwood,ocean county,98,may-12-2020
berkeley township,ocean county,520,may-12-2020
brick township,ocean county,968,may-12-2020
eagleswood township,ocean county,7,may-12-2020
island heights,ocean county,11,may-12-2020
jackson township,ocean county,732,may-12-2020
lacey township,ocean county,190,may-12-2020
lakehurst,ocean county,32,may-12-2020
lakewood township,ocean county,2025,may-12-2020
lavallette,ocean county,8,may-12-2020
little egg harbor township,ocean county,112,may-12-2020
long beach township,ocean county,20,may-12-2020
manchester township,ocean county,581,may-12-2020
mantoloking,ocean county,0,may-12-2020
ocean gate,ocean county,14,may-12-2020
ocean township,ocean county,41,may-12-2020
pine beach,ocean county,9,may-12-2020
plumsted township,ocean county,49,may-12-2020
point pleasant beach,ocean county,30,may-12-2020
point pleasant,ocean county,205,may-12-2020
seaside heights,ocean county,29,may-12-2020
seaside park,ocean county,7,may-12-2020
ship bottom,ocean county,7,may-12-2020
south toms river,ocean county,74,may-12-2020
stafford township,ocean county,201,may-12-2020
surf city,ocean county,4,may-12-2020
toms river,ocean county,1326,may-12-2020
tuckerton,ocean county,15,may-12-2020
bloomingdale,passaic county,174,may-12-2020
clifton,passaic county,2462,may-12-2020
haledon,passaic county,272,may-12-2020
hawthorne,passaic county,384,may-12-2020
little falls,passaic county,138,may-12-2020
north haledon,passaic county,162,may-12-2020
passaic,passaic county,2667,may-12-2020
paterson,passaic county,5884,may-12-2020
pompton lakes,passaic county,192,may-12-2020
prospect park,passaic county,278,may-12-2020
ringwood,passaic county,110,may-12-2020
totowa,passaic county,258,may-12-2020
wanaque,passaic county,255,may-12-2020
wayne,passaic county,1125,may-12-2020
west milford,passaic county,340,may-12-2020
woodland park,passaic county,322,may-12-2020
alloway township,salem county,8,may-12-2020
carneys point township,salem county,97,may-12-2020
elmer,salem county,6,may-12-2020
lower alloways creek township,salem county,7,may-12-2020
mannington township,salem county,6,may-12-2020
oldmans township,salem county,8,may-12-2020
penns grove,salem county,98,may-12-2020
pennsville township,salem county,31,may-12-2020
pilesgrove township,salem county,11,may-12-2020
pittsgrove township,salem county,23,may-12-2020
quinton township,salem county,3,may-12-2020
salem,salem county,22,may-12-2020
upper pittsgrove township,salem county,65,may-12-2020
woodstown,salem county,22,may-12-2020
bedminster,somerset county,35,may-12-2020
bernards township,somerset county,218,may-12-2020
bernardsville,somerset county,59,may-12-2020
bound brook,somerset county,279,may-12-2020
branchburg,somerset county,73,may-12-2020
bridgewater township,somerset county,425,may-12-2020
far hills,somerset county,30,may-12-2020
franklin township,somerset county,1130,may-12-2020
green brook township,somerset county,123,may-12-2020
hillsborough township,somerset county,275,may-12-2020
manville,somerset county,129,may-12-2020
millstone,somerset county,20,may-12-2020
montgomery,somerset county,93,may-12-2020
north plainfield,somerset county,288,may-12-2020
peapack and gladstone,somerset county,38,may-12-2020
raritan,somerset county,88,may-12-2020
rocky hill,somerset county,50,may-12-2020
somerville,somerset county,113,may-12-2020
south bound brook,somerset county,55,may-12-2020
warren township,somerset county,105,may-12-2020
watchung,somerset county,77,may-12-2020
andover,sussex county,2,may-12-2020
andover township,sussex county,199,may-12-2020
branchville,sussex county,3,may-12-2020
byram township,sussex county,40,may-12-2020
frankford township,sussex county,79,may-12-2020
franklin,sussex county,43,may-12-2020
fredon township,sussex county,17,may-12-2020
green township,sussex county,13,may-12-2020
hamburg,sussex county,23,may-12-2020
hampton township,sussex county,29,may-12-2020
hardyston township,sussex county,47,may-12-2020
hopatcong,sussex county,107,may-12-2020
lafayette township,sussex county,9,may-12-2020
montague township,sussex county,22,may-12-2020
newton,sussex county,88,may-12-2020
ogdensburg,sussex county,15,may-12-2020
sandyston township,sussex county,6,may-12-2020
sparta township,sussex county,98,may-12-2020
stanhope,sussex county,19,may-12-2020
stillwater township,sussex county,11,may-12-2020
sussex,sussex county,6,may-12-2020
vernon township,sussex county,119,may-12-2020
wantage township,sussex county,51,may-12-2020
berkeley heights,union county,189,may-12-2020
clark,union county,202,may-12-2020
cranford,union county,417,may-12-2020
elizabeth,union county,4160,may-12-2020
fanwood,union county,85,may-12-2020
garwood,union county,41,may-12-2020
